Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
Crown_Oz_L340.fasta-gb_NT.fasta	40	798	31920	2082	6.523	436	0.546	299	0.375	0.607	0.393	9942	5374	6332	8164	0	0	12	14	0	0	0	0	0	0	0	2079	0	3	0
Crown_Oz_L341.fasta-gb_NT.fasta	44	1380	60720	3026	4.984	840	0.609	586	0.425	0.585	0.415	18609	12926	11000	15135	0	0	9	15	0	0	0	0	0	0	0	2897	0	129	0
Crown_Oz_L342.fasta-gb_NT.fasta	38	1311	49818	5361	10.761	711	0.542	480	0.366	0.577	0.423	14943	10408	8331	10716	0	0	31	28	0	0	0	0	0	0	0	4878	0	483	0
Crown_Oz_L343.fasta-gb_NT.fasta	45	1695	76275	1797	2.356	756	0.446	585	0.345	0.581	0.419	22724	15011	16226	20489	0	0	15	13	0	0	0	0	0	0	0	1797	0	0	0
Crown_Oz_L344.fasta-gb_NT.fasta	45	1314	59130	236	0.399	553	0.421	448	0.341	0.561	0.439	18475	12736	13101	14563	0	0	9	10	0	0	0	0	0	0	0	236	0	0	0
Crown_Oz_L345.fasta-gb_NT.fasta	28	1626	45528	1746	3.835	689	0.424	295	0.181	0.577	0.423	11948	7336	11151	13321	0	0	17	9	0	0	0	0	0	0	0	1743	0	3	0
Crown_Oz_L346.fasta-gb_NT.fasta	14	363	5082	169	3.325	69	0.19	26	0.072	0.588	0.412	1509	747	1272	1376	0	0	5	4	0	0	0	0	0	0	0	169	0	0	0
Crown_Oz_L347.fasta-gb_NT.fasta	19	1089	20691	537	2.595	301	0.276	104	0.096	0.602	0.398	5571	3260	4731	6531	0	0	37	24	0	0	0	0	0	0	0	537	0	0	0
Crown_Oz_L348.fasta-gb_NT.fasta	27	1368	36936	427	1.156	473	0.346	258	0.189	0.537	0.463	11619	8923	7964	7979	0	0	13	11	0	0	0	0	0	0	0	427	0	0	0
Crown_Oz_L349.fasta-gb_NT.fasta	28	1065	29820	1405	4.712	447	0.42	233	0.219	0.497	0.503	6527	7617	6653	7601	0	0	8	9	0	0	0	0	0	0	0	1405	0	0	0
Crown_Oz_L35.fasta-gb_NT.fasta	99	1674	165726	1582	0.955	994	0.594	870	0.52	0.573	0.427	47544	35046	34992	46471	0	0	50	41	0	0	0	0	0	0	0	1582	0	0	0
Crown_Oz_L350.fasta-gb_NT.fasta	21	1266	26586	614	2.309	197	0.156	120	0.095	0.418	0.582	5574	7319	7763	5279	0	0	17	20	0	0	0	0	0	0	0	614	0	0	0
Crown_Oz_L351.fasta-gb_NT.fasta	21	864	18144	475	2.618	165	0.191	64	0.074	0.558	0.442	5073	3460	4354	4768	0	0	7	7	0	0	0	0	0	0	0	475	0	0	0
Crown_Oz_L352.fasta-gb_NT.fasta	25	1494	37350	700	1.874	351	0.235	208	0.139	0.498	0.502	9874	8877	9491	8370	0	0	15	23	0	0	0	0	0	0	0	700	0	0	0
Crown_Oz_L353.fasta-gb_NT.fasta	21	492	10332	79	0.765	117	0.238	61	0.124	0.56	0.44	2945	2024	2480	2798	0	0	3	3	0	0	0	0	0	0	0	79	0	0	0
Crown_Oz_L354.fasta-gb_NT.fasta	27	1023	27621	792	2.867	470	0.459	224	0.219	0.58	0.42	8857	5647	5591	6684	0	0	35	15	0	0	0	0	0	0	0	792	0	0	0
Crown_Oz_L355.fasta-gb_NT.fasta	28	1050	29400	969	3.296	410	0.39	221	0.21	0.544	0.456	7328	5894	7049	8138	0	0	11	11	0	0	0	0	0	0	0	921	0	48	0
Crown_Oz_L356.fasta-gb_NT.fasta	29	1266	36714	823	2.242	294	0.232	139	0.11	0.551	0.449	8596	8122	7991	11159	0	0	16	7	0	0	0	0	0	0	0	820	0	3	0
Crown_Oz_L357.fasta-gb_NT.fasta	16	1485	23760	515	2.168	181	0.122	61	0.041	0.568	0.432	8093	5566	4458	5115	0	0	7	6	0	0	0	0	0	0	0	515	0	0	0
Crown_Oz_L358.fasta-gb_NT.fasta	18	1212	21816	887	4.066	421	0.347	207	0.171	0.489	0.511	4936	5188	5499	5281	0	0	12	13	0	0	0	0	0	0	0	797	0	90	0
Crown_Oz_L359.fasta-gb_NT.fasta	27	900	24300	545	2.243	233	0.259	113	0.126	0.529	0.471	5577	5839	5346	6970	0	0	7	16	0	0	0	0	0	0	0	542	0	3	0
Crown_Oz_L36.fasta-gb_NT.fasta	98	873	85554	910	1.064	505	0.578	437	0.501	0.516	0.484	22136	21262	19668	21555	0	0	11	12	0	0	0	0	0	0	0	910	0	0	0
Crown_Oz_L360.fasta-gb_NT.fasta	21	801	16821	441	2.622	215	0.268	111	0.139	0.481	0.519	4661	3604	4870	3209	0	0	20	16	0	0	0	0	0	0	0	441	0	0	0
Crown_Oz_L361.fasta-gb_NT.fasta	18	501	9018	641	7.108	100	0.2	46	0.092	0.603	0.397	2250	1686	1641	2789	0	0	4	7	0	0	0	0	0	0	0	638	0	3	0
Crown_Oz_L362.fasta-gb_NT.fasta	26	2064	53664	2129	3.967	739	0.358	305	0.148	0.631	0.369	16055	10242	8776	16404	0	0	29	29	0	0	0	0	0	0	0	1892	0	237	0
Crown_Oz_L363.fasta-gb_NT.fasta	25	1284	32100	1171	3.648	572	0.445	229	0.178	0.638	0.362	8206	5925	5253	11500	0	0	20	25	0	0	0	0	0	0	0	1171	0	0	0
Crown_Oz_L364.fasta-gb_NT.fasta	44	855	37620	2740	7.283	555	0.649	419	0.49	0.559	0.441	11631	7747	7627	7848	0	0	15	12	0	0	0	0	0	0	0	2476	0	264	0
Crown_Oz_L365.fasta-gb_NT.fasta	44	1050	46200	3215	6.959	727	0.692	531	0.506	0.612	0.388	14302	7797	8854	11968	0	0	39	25	0	0	0	0	0	0	0	2726	0	489	0
Crown_Oz_L366.fasta-gb_NT.fasta	34	801	27234	211	0.775	363	0.453	279	0.348	0.597	0.403	7473	5568	5299	8652	0	0	12	19	0	0	0	0	0	0	0	211	0	0	0
Crown_Oz_L367.fasta-gb_NT.fasta	51	1356	69156	2346	3.392	835	0.616	633	0.467	0.59	0.41	21509	14411	12970	17902	0	0	12	6	0	0	0	0	0	0	0	1509	0	837	0
Crown_Oz_L368.fasta-gb_NT.fasta	45	1554	69930	2361	3.376	1084	0.698	843	0.542	0.419	0.581	11908	20181	18964	16379	0	0	61	76	0	0	0	0	0	0	0	1962	0	399	0
Crown_Oz_L369.fasta-gb_NT.fasta	36	597	21492	532	2.475	198	0.332	152	0.255	0.51	0.49	4746	4740	5523	5938	0	0	7	6	0	0	0	0	0	0	0	532	0	0	0
Crown_Oz_L37.fasta-gb_NT.fasta	64	789	50496	923	1.828	411	0.521	335	0.425	0.454	0.546	10868	14821	12224	11600	0	0	19	41	0	0	0	0	0	0	0	923	0	0	0
Crown_Oz_L370.fasta-gb_NT.fasta	33	687	22671	444	1.958	205	0.298	161	0.234	0.468	0.532	5846	5874	5939	4547	0	0	16	5	0	0	0	0	0	0	0	444	0	0	0
Crown_Oz_L371.fasta-gb_NT.fasta	55	1200	66000	5147	7.798	843	0.703	648	0.54	0.573	0.427	20155	14619	11349	14680	0	0	22	28	0	0	0	0	0	0	0	3641	0	1506	0
Crown_Oz_L372.fasta-gb_NT.fasta	44	1512	66528	3242	4.873	869	0.575	687	0.454	0.524	0.476	21739	13689	16391	11359	0	0	57	51	0	0	0	0	0	0	0	2720	0	522	0
Crown_Oz_L373.fasta-gb_NT.fasta	33	435	14355	162	1.129	201	0.462	134	0.308	0.567	0.433	4073	2915	3227	3969	0	0	4	5	0	0	0	0	0	0	0	162	0	0	0
Crown_Oz_L374.fasta-gb_NT.fasta	36	732	26352	351	1.332	279	0.381	200	0.273	0.541	0.459	7633	5946	5988	6420	0	0	7	7	0	0	0	0	0	0	0	351	0	0	0
Crown_Oz_L375.fasta-gb_NT.fasta	36	1167	42012	1127	2.683	434	0.372	325	0.278	0.559	0.441	9990	9101	8931	12832	0	0	18	13	0	0	0	0	0	0	0	929	0	198	0
Crown_Oz_L376.fasta-gb_NT.fasta	44	1557	68508	416	0.607	829	0.532	639	0.41	0.526	0.474	22215	15149	17136	13551	0	0	24	17	0	0	0	0	0	0	0	416	0	0	0
Crown_Oz_L377.fasta-gb_NT.fasta	54	1440	77760	1887	2.427	822	0.571	649	0.451	0.558	0.442	23660	16375	17135	18655	0	0	23	25	0	0	0	0	0	0	0	1887	0	0	0
Crown_Oz_L378.fasta-gb_NT.fasta	43	1464	62952	6925	11.0	1105	0.755	775	0.529	0.557	0.443	16364	12515	12228	14850	0	0	32	38	0	0	0	0	0	0	0	2902	0	4023	0
Crown_Oz_L379.fasta-gb_NT.fasta	56	1083	60648	508	0.838	556	0.513	487	0.45	0.563	0.437	17686	13179	13050	16166	0	0	20	39	0	0	0	0	0	0	0	508	0	0	0
Crown_Oz_L38.fasta-gb_NT.fasta	70	1173	82110	6279	7.647	757	0.645	537	0.458	0.594	0.406	21769	14282	16470	23243	0	0	40	27	0	0	0	0	0	0	0	5604	0	675	0
Crown_Oz_L380.fasta-gb_NT.fasta	45	1449	65205	2687	4.121	584	0.403	452	0.312	0.508	0.492	16166	15733	15020	15569	0	0	15	15	0	0	0	0	0	0	0	2549	0	138	0
Crown_Oz_L381.fasta-gb_NT.fasta	39	696	27144	976	3.596	331	0.476	246	0.353	0.529	0.471	7008	6285	6043	6824	0	0	3	5	0	0	0	0	0	0	0	862	0	114	0
Crown_Oz_L382.fasta-gb_NT.fasta	36	945	34020	956	2.81	516	0.546	416	0.44	0.535	0.465	8010	8327	6969	9559	0	0	95	104	0	0	0	0	0	0	0	956	0	0	0
Crown_Oz_L383.fasta-gb_NT.fasta	30	336	10080	147	1.458	148	0.44	116	0.345	0.45	0.55	2527	2580	2876	1940	0	0	6	4	0	0	0	0	0	0	0	147	0	0	0
Crown_Oz_L384.fasta-gb_NT.fasta	41	717	29397	1076	3.66	529	0.738	432	0.603	0.543	0.457	8585	7193	5724	6777	0	0	22	20	0	0	0	0	0	0	0	1076	0	0	0
Crown_Oz_L385.fasta-gb_NT.fasta	12	1368	16416	1279	7.791	149	0.109	35	0.026	0.606	0.394	3439	3296	2660	5728	0	0	4	10	0	0	0	0	0	0	0	1267	0	12	0
Crown_Oz_L386.fasta-gb_NT.fasta	11	327	3597	22	0.612	49	0.15	6	0.018	0.616	0.384	1093	567	807	1108	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
Crown_Oz_L387.fasta-gb_NT.fasta	17	309	5253	309	5.882	111	0.359	48	0.155	0.556	0.444	1467	1108	1090	1277	0	0	1	1	0	0	0	0	0	0	0	309	0	0	0
Crown_Oz_L388.fasta-gb_NT.fasta	19	1659	31521	1010	3.204	698	0.421	248	0.149	0.582	0.418	8590	4984	7763	9156	0	0	9	9	0	0	0	0	0	0	0	938	0	72	0
Crown_Oz_L389.fasta-gb_NT.fasta	14	510	7140	635	8.894	53	0.104	12	0.024	0.591	0.409	1792	1442	1223	2039	0	0	5	4	0	0	0	0	0	0	0	632	0	3	0
Crown_Oz_L39.fasta-gb_NT.fasta	92	1155	106260	2303	2.167	633	0.548	546	0.473	0.593	0.407	28468	21721	20576	33120	0	0	35	37	0	0	0	0	0	0	0	2303	0	0	0
Crown_Oz_L390.fasta-gb_NT.fasta	20	633	12660	215	1.698	336	0.531	119	0.188	0.56	0.44	3685	3228	2242	3289	0	0	0	1	0	0	0	0	0	0	0	158	0	57	0
Crown_Oz_L391.fasta-gb_NT.fasta	17	534	9078	451	4.968	161	0.301	50	0.094	0.604	0.396	2673	1920	1490	2542	0	0	0	2	0	0	0	0	0	0	0	451	0	0	0
Crown_Oz_L392.fasta-gb_NT.fasta	19	618	11742	129	1.099	236	0.382	100	0.162	0.481	0.519	2779	3313	2710	2798	0	0	3	10	0	0	0	0	0	0	0	129	0	0	0
Crown_Oz_L393.fasta-gb_NT.fasta	21	1455	30555	1519	4.971	493	0.339	184	0.126	0.607	0.393	9842	5221	6146	7819	0	0	3	5	0	0	0	0	0	0	0	1519	0	0	0
Crown_Oz_L394.fasta-gb_NT.fasta	13	651	8463	75	0.886	219	0.336	100	0.154	0.522	0.478	2585	2041	1966	1784	0	0	7	5	0	0	0	0	0	0	0	75	0	0	0
Crown_Oz_L395.fasta-gb_NT.fasta	15	609	9135	250	2.737	210	0.345	90	0.148	0.525	0.475	2595	2099	2076	2027	0	0	45	43	0	0	0	0	0	0	0	250	0	0	0
Crown_Oz_L396.fasta-gb_NT.fasta	20	1710	34200	438	1.281	390	0.228	137	0.08	0.568	0.432	10094	7584	6980	9082	0	0	12	10	0	0	0	0	0	0	0	438	0	0	0
Crown_Oz_L397.fasta-gb_NT.fasta	20	669	13380	195	1.457	132	0.197	40	0.06	0.628	0.372	4337	2532	2367	3944	0	0	3	2	0	0	0	0	0	0	0	195	0	0	0
Crown_Oz_L398.fasta-gb_NT.fasta	17	561	9537	424	4.446	218	0.389	80	0.143	0.365	0.635	2108	3039	2743	1213	0	0	3	7	0	0	0	0	0	0	0	376	0	48	0
Crown_Oz_L399.fasta-gb_NT.fasta	12	543	6516	491	7.535	170	0.313	72	0.133	0.435	0.565	1701	1640	1762	912	0	0	4	6	0	0	0	0	0	0	0	488	0	3	0
Crown_Oz_L4.fasta-gb_NT.fasta	100	1641	164100	4243	2.586	1123	0.684	985	0.6	0.544	0.456	48537	40755	32159	38330	0	0	40	36	0	0	0	0	0	0	0	4243	0	0	0
Crown_Oz_L40.fasta-gb_NT.fasta	96	1365	131040	3495	2.667	660	0.484	579	0.424	0.545	0.455	38051	27396	30641	31383	0	0	35	39	0	0	0	0	0	0	0	2058	0	1437	0
Crown_Oz_L400.fasta-gb_NT.fasta	20	1344	26880	1772	6.592	803	0.597	303	0.225	0.579	0.421	7500	6060	4491	7039	0	0	10	8	0	0	0	0	0	0	0	1109	0	663	0
Crown_Oz_L401.fasta-gb_NT.fasta	18	1527	27486	285	1.037	481	0.315	116	0.076	0.555	0.445	7506	5626	6477	7578	0	0	8	6	0	0	0	0	0	0	0	285	0	0	0
Crown_Oz_L402.fasta-gb_NT.fasta	15	1116	16740	1729	10.329	177	0.159	38	0.034	0.583	0.417	3931	3101	3126	4848	0	0	5	0	0	0	0	0	0	0	0	1723	0	6	0
Crown_Oz_L403.fasta-gb_NT.fasta	14	960	13440	119	0.885	334	0.348	101	0.105	0.512	0.488	3212	3556	2941	3597	0	0	4	11	0	0	0	0	0	0	0	119	0	0	0
Crown_Oz_L404.fasta-gb_NT.fasta	14	531	7434	154	2.072	180	0.339	34	0.064	0.562	0.438	2353	1964	1218	1740	0	0	3	2	0	0	0	0	0	0	0	154	0	0	0
Crown_Oz_L405.fasta-gb_NT.fasta	17	513	8721	412	4.724	191	0.372	90	0.175	0.501	0.499	1974	1825	2315	2188	0	0	5	2	0	0	0	0	0	0	0	400	0	12	0
Crown_Oz_L406.fasta-gb_NT.fasta	18	705	12690	211	1.663	158	0.224	70	0.099	0.433	0.567	2254	3520	3551	3145	0	0	2	7	0	0	0	0	0	0	0	211	0	0	0
Crown_Oz_L407.fasta-gb_NT.fasta	14	1362	19068	475	2.491	346	0.254	113	0.083	0.418	0.582	3640	5606	5212	4126	0	0	5	4	0	0	0	0	0	0	0	475	0	0	0
Crown_Oz_L408.fasta-gb_NT.fasta	17	855	14535	959	6.598	309	0.361	65	0.076	0.6	0.4	4139	2773	2636	3990	0	0	21	17	0	0	0	0	0	0	0	956	0	3	0
Crown_Oz_L409.fasta-gb_NT.fasta	21	726	15246	186	1.22	268	0.369	145	0.2	0.424	0.576	3040	4307	4361	3330	0	0	10	12	0	0	0	0	0	0	0	186	0	0	0
Crown_Oz_L41.fasta-gb_NT.fasta	84	1086	91224	8552	9.375	712	0.656	577	0.531	0.605	0.395	27614	15375	17211	22398	0	0	34	40	0	0	0	0	0	0	0	7472	0	1080	0
Crown_Oz_L410.fasta-gb_NT.fasta	19	1200	22800	570	2.5	278	0.232	70	0.058	0.585	0.415	6036	4688	4536	6958	0	0	4	8	0	0	0	0	0	0	0	570	0	0	0
Crown_Oz_L411.fasta-gb_NT.fasta	20	771	15420	565	3.664	205	0.266	79	0.102	0.586	0.414	4031	2773	3371	4671	0	0	6	3	0	0	0	0	0	0	0	505	0	60	0
Crown_Oz_L412.fasta-gb_NT.fasta	16	633	10128	588	5.806	221	0.349	54	0.085	0.556	0.444	2756	1957	2289	2526	0	0	2	10	0	0	0	0	0	0	0	588	0	0	0
Crown_Oz_L413.fasta-gb_NT.fasta	20	1164	23280	1024	4.399	613	0.527	299	0.257	0.554	0.446	6411	4494	5370	5937	0	0	26	18	0	0	0	0	0	0	0	967	0	57	0
Crown_Oz_L414.fasta-gb_NT.fasta	16	522	8352	63	0.754	201	0.385	62	0.119	0.605	0.395	2740	1680	1591	2271	0	0	3	4	0	0	0	0	0	0	0	63	0	0	0
Crown_Oz_L415.fasta-gb_NT.fasta	13	519	6747	208	3.083	80	0.154	28	0.054	0.581	0.419	1867	1304	1435	1930	0	0	1	2	0	0	0	0	0	0	0	208	0	0	0
Crown_Oz_L416.fasta-gb_NT.fasta	19	684	12996	205	1.577	201	0.294	116	0.17	0.517	0.483	3745	3532	2636	2865	0	0	7	6	0	0	0	0	0	0	0	205	0	0	0
Crown_Oz_L417.fasta-gb_NT.fasta	10	738	7380	328	4.444	63	0.085	15	0.02	0.563	0.437	1671	1620	1463	2296	0	0	2	0	0	0	0	0	0	0	0	328	0	0	0
Crown_Oz_L418.fasta-gb_NT.fasta	19	501	9519	244	2.563	100	0.2	36	0.072	0.564	0.436	2817	2106	1932	2416	0	0	3	1	0	0	0	0	0	0	0	244	0	0	0
Crown_Oz_L419.fasta-gb_NT.fasta	20	546	10920	183	1.676	121	0.222	71	0.13	0.512	0.488	3236	2929	2301	2263	0	0	4	4	0	0	0	0	0	0	0	183	0	0	0
Crown_Oz_L42.fasta-gb_NT.fasta	98	885	86730	500	0.577	481	0.544	382	0.432	0.585	0.415	26449	17990	17828	23940	0	0	8	15	0	0	0	0	0	0	0	224	0	276	0
Crown_Oz_L420.fasta-gb_NT.fasta	19	642	12198	537	4.402	219	0.341	79	0.123	0.389	0.611	1971	3947	3169	2546	0	0	18	10	0	0	0	0	0	0	0	537	0	0	0
Crown_Oz_L421.fasta-gb_NT.fasta	20	1248	24960	3404	13.638	411	0.329	126	0.101	0.586	0.414	6277	4710	4228	6336	0	0	3	2	0	0	0	0	0	0	0	2609	0	795	0
Crown_Oz_L422.fasta-gb_NT.fasta	19	1248	23712	1390	5.862	515	0.413	185	0.148	0.571	0.429	5534	4340	5199	7205	0	0	17	27	0	0	0	0	0	0	0	1390	0	0	0
Crown_Oz_L423.fasta-gb_NT.fasta	21	1434	30114	2390	7.937	762	0.531	270	0.188	0.62	0.38	7796	5757	4782	9370	0	0	12	7	0	0	0	0	0	0	0	2390	0	0	0
Crown_Oz_L424.fasta-gb_NT.fasta	20	1524	30480	704	2.31	509	0.334	199	0.131	0.504	0.496	7525	6707	8028	7458	0	0	29	29	0	0	0	0	0	0	0	683	0	21	0
Crown_Oz_L425.fasta-gb_NT.fasta	21	1485	31185	1279	4.101	686	0.462	270	0.182	0.591	0.409	9684	6235	5994	7971	0	0	12	10	0	0	0	0	0	0	0	952	0	327	0
Crown_Oz_L426.fasta-gb_NT.fasta	21	1734	36414	744	2.043	623	0.359	247	0.142	0.605	0.395	11569	6585	7474	10013	0	0	13	16	0	0	0	0	0	0	0	615	0	129	0
Crown_Oz_L427.fasta-gb_NT.fasta	19	564	10716	286	2.669	209	0.371	86	0.152	0.503	0.497	2833	2406	2774	2406	0	0	2	9	0	0	0	0	0	0	0	286	0	0	0
Crown_Oz_L428.fasta-gb_NT.fasta	18	261	4698	280	5.96	42	0.161	16	0.061	0.622	0.378	1343	749	918	1401	0	0	1	6	0	0	0	0	0	0	0	280	0	0	0
Crown_Oz_L429.fasta-gb_NT.fasta	19	822	15618	240	1.537	395	0.481	123	0.15	0.591	0.409	4944	2775	3513	4128	0	0	14	4	0	0	0	0	0	0	0	186	0	54	0
Crown_Oz_L43.fasta-gb_NT.fasta	74	1356	100344	1616	1.61	749	0.552	592	0.437	0.53	0.47	28954	24206	22175	23299	0	0	41	53	0	0	0	0	0	0	0	1616	0	0	0
Crown_Oz_L430.fasta-gb_NT.fasta	17	309	5253	738	14.049	121	0.392	56	0.181	0.523	0.477	1529	1016	1128	830	0	0	4	8	0	0	0	0	0	0	0	429	0	309	0
Crown_Oz_L431.fasta-gb_NT.fasta	21	672	14112	191	1.353	186	0.277	95	0.141	0.508	0.492	3684	3348	3505	3382	0	0	1	1	0	0	0	0	0	0	0	191	0	0	0
Crown_Oz_L432.fasta-gb_NT.fasta	23	1086	24978	1271	5.088	684	0.63	450	0.414	0.587	0.413	6727	4019	5767	7179	0	0	6	9	0	0	0	0	0	0	0	1238	0	33	0
Crown_Oz_L433.fasta-gb_NT.fasta	23	1053	24219	1916	7.911	616	0.585	437	0.415	0.453	0.547	4670	5773	6406	5434	0	0	9	11	0	0	0	0	0	0	0	1916	0	0	0
Crown_Oz_L434.fasta-gb_NT.fasta	19	618	11742	533	4.539	337	0.545	206	0.333	0.611	0.389	3665	2609	1750	3174	0	0	5	6	0	0	0	0	0	0	0	425	0	108	0
Crown_Oz_L435.fasta-gb_NT.fasta	16	609	9744	268	2.75	171	0.281	118	0.194	0.405	0.595	1553	3002	2638	2278	0	0	2	3	0	0	0	0	0	0	0	268	0	0	0
Crown_Oz_L436.fasta-gb_NT.fasta	23	1158	26634	732	2.748	520	0.449	345	0.298	0.515	0.485	8389	6605	5963	4931	0	0	4	10	0	0	0	0	0	0	0	732	0	0	0
Crown_Oz_L437.fasta-gb_NT.fasta	15	699	10485	542	5.169	373	0.534	212	0.303	0.509	0.491	2795	2161	2719	2257	0	0	9	2	0	0	0	0	0	0	0	524	0	18	0
Crown_Oz_L438.fasta-gb_NT.fasta	26	831	21606	729	3.374	373	0.449	242	0.291	0.562	0.438	6657	4327	4816	5063	0	0	7	7	0	0	0	0	0	0	0	654	0	75	0
Crown_Oz_L439.fasta-gb_NT.fasta	13	816	10608	475	4.478	283	0.347	157	0.192	0.53	0.47	3405	2150	2600	1949	0	0	17	12	0	0	0	0	0	0	0	475	0	0	0
Crown_Oz_L44.fasta-gb_NT.fasta	101	1506	152106	1455	0.957	975	0.647	816	0.542	0.562	0.438	47456	36443	29547	37144	0	0	33	28	0	0	0	0	0	0	0	1455	0	0	0
Crown_Oz_L440.fasta-gb_NT.fasta	19	912	17328	510	2.943	256	0.281	155	0.17	0.547	0.453	4875	3431	4171	4317	0	0	13	11	0	0	0	0	0	0	0	510	0	0	0
Crown_Oz_L441.fasta-gb_NT.fasta	12	549	6588	196	2.975	209	0.381	124	0.226	0.507	0.493	1542	1570	1582	1694	0	0	3	1	0	0	0	0	0	0	0	163	0	33	0
Crown_Oz_L442.fasta-gb_NT.fasta	20	1314	26280	2356	8.965	805	0.613	484	0.368	0.563	0.437	5565	5510	4913	7904	0	0	11	21	0	0	0	0	0	0	0	2308	0	48	0
Crown_Oz_L443.fasta-gb_NT.fasta	25	1173	29325	1333	4.546	646	0.551	397	0.338	0.539	0.461	7519	6095	6805	7555	0	0	11	7	0	0	0	0	0	0	0	1174	0	159	0
Crown_Oz_L444.fasta-gb_NT.fasta	21	1278	26838	1822	6.789	742	0.581	516	0.404	0.564	0.436	7140	5621	5286	6945	0	0	11	13	0	0	0	0	0	0	0	1756	0	66	0
Crown_Oz_L445.fasta-gb_NT.fasta	24	1527	36648	1105	3.015	771	0.505	411	0.269	0.609	0.391	11819	6211	7681	9814	0	0	9	9	0	0	0	0	0	0	0	952	0	153	0
Crown_Oz_L446.fasta-gb_NT.fasta	18	519	9342	434	4.646	245	0.472	135	0.26	0.535	0.465	2403	1958	2170	2368	0	0	6	3	0	0	0	0	0	0	0	428	0	6	0
Crown_Oz_L447.fasta-gb_NT.fasta	21	609	12789	245	1.916	343	0.563	212	0.348	0.612	0.388	3628	2466	2399	4029	0	0	7	15	0	0	0	0	0	0	0	245	0	0	0
Crown_Oz_L448.fasta-gb_NT.fasta	20	1281	25620	1906	7.44	786	0.614	508	0.397	0.511	0.489	5597	4993	6581	6498	0	0	20	25	0	0	0	0	0	0	0	1897	0	9	0
Crown_Oz_L449.fasta-gb_NT.fasta	11	396	4356	126	2.893	178	0.449	80	0.202	0.575	0.425	1355	968	828	1077	0	0	1	1	0	0	0	0	0	0	0	126	0	0	0
Crown_Oz_L45.fasta-gb_NT.fasta	97	1377	133569	2207	1.652	892	0.648	767	0.557	0.616	0.384	55091	21451	28921	25854	0	0	33	12	0	0	0	0	0	0	0	2207	0	0	0
Crown_Oz_L450.fasta-gb_NT.fasta	23	1338	30774	1203	3.909	753	0.563	464	0.347	0.618	0.382	9816	6440	4855	8433	0	0	15	12	0	0	0	0	0	0	0	1065	0	138	0
Crown_Oz_L46.fasta-gb_NT.fasta	92	1212	111504	767	0.688	714	0.589	607	0.501	0.584	0.416	35351	24748	21293	29282	0	0	37	26	0	0	0	0	0	0	0	767	0	0	0
Crown_Oz_L47.fasta-gb_NT.fasta	101	1416	143016	4570	3.195	738	0.521	522	0.369	0.531	0.469	40341	36572	28306	33196	0	0	16	15	0	0	0	0	0	0	0	2452	0	2118	0
Crown_Oz_L48.fasta-gb_NT.fasta	97	1161	112617	2088	1.854	587	0.506	479	0.413	0.595	0.405	35727	21741	23028	29986	0	0	20	27	0	0	0	0	0	0	0	2088	0	0	0
Crown_Oz_L49.fasta-gb_NT.fasta	70	1584	110880	7486	6.751	1024	0.646	838	0.529	0.603	0.397	35413	19944	21160	26857	0	0	5	15	0	0	0	0	0	0	0	7462	0	24	0
Crown_Oz_L5.fasta-gb_NT.fasta	66	678	44748	834	1.864	320	0.472	274	0.404	0.369	0.631	8867	14580	13125	7294	0	0	15	33	0	0	0	0	0	0	0	828	0	6	0
Crown_Oz_L50.fasta-gb_NT.fasta	95	1101	104595	1325	1.267	569	0.517	502	0.456	0.617	0.383	31429	21143	18388	32253	0	0	25	32	0	0	0	0	0	0	0	1040	0	285	0
Crown_Oz_L51.fasta-gb_NT.fasta	97	699	67803	1232	1.817	401	0.574	334	0.478	0.585	0.415	22285	14629	12978	16653	0	0	8	18	0	0	0	0	0	0	0	1232	0	0	0
Crown_Oz_L52.fasta-gb_NT.fasta	99	1365	135135	5798	4.291	846	0.62	701	0.514	0.589	0.411	40299	24089	28983	35909	0	0	28	29	0	0	0	0	0	0	0	4358	0	1440	0
Crown_Oz_L53.fasta-gb_NT.fasta	99	309	30591	559	1.827	124	0.401	98	0.317	0.539	0.461	9412	6952	6879	6769	0	0	9	11	0	0	0	0	0	0	0	559	0	0	0
Crown_Oz_L54.fasta-gb_NT.fasta	99	1401	138699	7138	5.146	1054	0.752	879	0.627	0.565	0.435	42536	33355	23772	31813	0	0	44	41	0	0	0	0	0	0	0	5365	0	1773	0
Crown_Oz_L55.fasta-gb_NT.fasta	74	1293	95682	6005	6.276	789	0.61	674	0.521	0.583	0.417	25847	15740	21636	26377	0	0	44	33	0	0	0	0	0	0	0	3998	0	2007	0
Crown_Oz_L56.fasta-gb_NT.fasta	101	1347	136047	970	0.713	602	0.447	550	0.408	0.562	0.438	45995	29625	29548	29811	0	0	45	53	0	0	0	0	0	0	0	970	0	0	0
Crown_Oz_L57.fasta-gb_NT.fasta	63	732	46116	103	0.223	278	0.38	247	0.337	0.531	0.469	11678	11231	10338	12705	0	0	17	44	0	0	0	0	0	0	0	103	0	0	0
