query_id,subject_id,subject_id_name,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Crown_Oz_L48,ENSXETG00000001616|ENSXETG00000001616.4|ENSXETT00000003402|ENSXETT00000003402.4|klhl31|5|96645598|96654270|96651413|96652616,klhl31,78.151,930,1190,208,16,52,930,78.15,10,1158,1161,99,99,124,1302,1404,0,958,1062
Crown_Oz_L309,ENSXETG00000003854|ENSXETG00000003854.6|ENSXETT00000008365|ENSXETT00000008365.6|klhl34|2|44273667|44275457|44273667|44275457,klhl34,70.495,1252,1776,442,24,82,1252,70.5,105,1829,1929,89,89,89,1833,1991,0,820,908
Crown_Oz_L82,ENSXETG00000023230|ENSXETG00000023230.5|ENSXETT00000050205|ENSXETT00000050205.4|klhl38|6|139900079|139908365|139903610|139905092,klhl38,96.139,1245,1295,11,15,39,1245,96.14,2,1269,1269,99,99,292,1574,1683,0,2081,2307
Crown_Oz_L2,ENSXETG00000006168|ENSXETG00000006168.5|ENSXETT00000013576|ENSXETT00000013576.5|klhl40|6|9349532|9357086|9355956|9357086,klhl40,77.393,849,1097,209,5,39,849,77.39,130,1190,1194,89,89,116,1209,1331,0,875,970
Crown_Oz_L290,ENSXETG00000010087|ENSXETG00000010087.5|ENSXETT00000113681;ENSXETT00000022290|ENSXETT00000113681.1;ENSXETT00000022290.5|kmt2a|7|81142369|81235672|81162311|81166307,kmt2a,72.409,1118,1544,396,13,30,1118,72.41,71,1596,1602,95,95,1181,2712,4197,0,833,923
Crown_Oz_L348,ENSXETG00000010087|ENSXETG00000010087.5|ENSXETT00000113681;ENSXETT00000022290|ENSXETT00000113681.1;ENSXETT00000022290.5|kmt2a|7|81142369|81235672|81211633|81214247,kmt2a,70.956,965,1360,350,12,45,965,70.96,30,1365,1368,98,98,108,1446,2815,0,659,730
Crown_Oz_L334,ENSXETG00000030403|ENSXETG00000030403.3|ENSXETT00000061886|ENSXETT00000061886.3|lgr4|4|21077168|21157797|21153083|21154362,lgr4,99.669,1203,1207,0,2,4,1203,99.67,9,1212,1215,99,99,94,1299,1480,0,2154,2388
Crown_Oz_L311,ENSXETG00000032366|ENSXETG00000032366.3|ENSXETT00000101797|ENSXETT00000101797.2|lgr5|3|59770950|59875122|59873682|59875095,lgr5,98.985,1073,1084,0,3,11,1073,98.99,1,1074,1074,100,100,100,1182,1614,0,1902,2109
Crown_Oz_L450,ENSXETG00000006623|ENSXETG00000006623.6|ENSXETT00000123387|ENSXETT00000123387.1|lrrc15|5|106865249|106889789|106876643|106880684,lrrc15,72.052,892,1238,318,15,28,892,72.05,30,1261,1332,92,92,169,1384,4242,0,641,710
Crown_Oz_L434,ENSXETG00000019430|ENSXETG00000019430.5|ENSXETT00000042101|ENSXETT00000042101.4|lrrc32.1|2|173422712|173448143|173422712|173426222,lrrc32.1,67.01,260,388,109,11,19,260,67.01,157,536,615,62,62,401,777,3711,5.81E-19,97.8,107
Crown_Oz_L267,ENSXETG00000005147|ENSXETG00000005147.4|ENSXETT00000116517|ENSXETT00000116517.1|lrrn1|4|129952721|129964362|129960163|129964362,lrrn1,99.204,374,377,3,0,0,374,99.2,2,378,381,99,99,641,1017,4400,0,668,740
Crown_Oz_L397,ENSXETG00000032850|ENSXETG00000032850.3|ENSXETT00000053675|ENSXETT00000053675.4|lrrn3|3|66070740|66116512|66112045|66116512,lrrn3,80.539,538,668,130,0,0,538,80.54,1,668,669,99,99,675,1342,4668,2.35E-176,619,686
Crown_Oz_L316,ENSXETG00000023958|ENSXETG00000023958.3|ENSXETT00000051692|ENSXETT00000051692.3|lrrtm1|1|10945540|10949343|10945540|10949343,lrrtm1,80.968,1204,1487,244,16,39,1204,80.97,48,1509,1512,97,97,1784,3256,4004,0,1373,1522
Crown_Oz_L429,ENSXETG00000007367|ENSXETG00000007367.5|ENSXETT00000086213;ENSXETT00000088614;ENSXETT00000099381|ENSXETT00000086213.2;ENSXETT00000088614.2;ENSXETT00000099381.2|macf1|2|90471977|90655804|90546389|90551533,macf1,99.459,552,555,0,1,3,552,99.46,141,692,819,67,67,532,1086,5345,0,986,1093
Crown_Oz_L43,ENSXETG00000011243|ENSXETG00000011243.5|ENSXETT00000024557|ENSXETT00000024557.5|maml1|3|12045633|12094689|12057591|12058982,maml1,77.287,997,1290,272,3,21,997,77.29,3,1292,1356,95,95,91,1359,1592,0,1015,1125
Crown_Oz_L342,ENSXETG00000007075|ENSXETG00000007075.5|ENSXETT00000015403;ENSXETT00000110874|ENSXETT00000015403.5;ENSXETT00000110874.1|maml2|2|164399244|164519568|164470239|164471606,maml2,68.696,474,690,192,11,24,474,68.7,244,930,1299,53,53,359,1027,1568,2.12E-66,256,283
Crown_Oz_L155,ENSXETG00000039005|ENSXETG00000039005.2|ENSXETT00000074398|ENSXETT00000074398.2|map1a|3|107134460|107205875|107194791|107203332,map1a,74.06,1005,1357,311,14,41,1005,74.06,19,1356,1431,94,94,2285,3619,8742,0,838,928
Crown_Oz_L22,ENSXETG00000003254|ENSXETG00000003254.5|ENSXETT00000087875;ENSXETT00000007070;ENSXETT00000103484;ENSXETT00000092491;ENSXETT00000094872;ENSXETT00000084241|ENSXETT00000087875.2;ENSXETT00000007070.5;ENSXETT00000103484.2;ENSXETT00000092491.2;ENSXETT00000094872.2;ENSXETT00000084241.2|mast2|4|92252903|92394125|92391971|92394125,mast2,77.378,537,694,152,3,5,537,77.38,10,702,765,91,91,112,801,2355,8.83E-151,535,593
Crown_Oz_L171,ENSXETG00000023696|ENSXETG00000023696.5|ENSXETT00000051133;ENSXETT00000096420|ENSXETT00000051133.4;ENSXETT00000096420.2|med1|10|10179232|10205770|10199645|10205770,med1,94.483,1627,1722,7,20,88,1627,94.48,2,1650,1650,99,99,465,2171,6326,0,2671,2961
Crown_Oz_L268,ENSXETG00000021752|ENSXETG00000021752.5|ENSXETT00000069113|ENSXETT00000069113.2|met|3|68177023|68261378|68201714|68202907,met,70.615,781,1106,307,10,18,781,70.61,116,1212,1251,88,88,168,1264,1394,3.02E-140,501,555
Crown_Oz_L307,ENSXETG00000001756|ENSXETG00000001756.5|ENSXETT00000003650;ENSXETT00000104311;ENSXETT00000080286;ENSXETT00000090377;ENSXETT00000086324;ENSXETT00000068869;ENSXETT00000071414;ENSXETT00000070099;ENSXETT00000069750;ENSXETT00000096859|ENSXETT00000003650.5;ENSXETT00000104311.2;ENSXETT00000080286.2;ENSXETT00000090377.2;ENSXETT00000086324.2;ENSXETT00000068869.2;ENSXETT00000071414.2;ENSXETT00000070099.2;ENSXETT00000069750.2;ENSXETT00000096859.2|mical3|3|8507822|8821708|8630672|8632430,mical3,69.67,634,910,257,13,19,634,69.67,253,1151,1509,77,60,500,1401,1959,1.90E-99,365,404
Crown_Oz_L160,ENSXETG00000031802|ENSXETG00000031802.3|ENSXETT00000063363|ENSXETT00000063363.3|minar1|3|118513775|118549201|118538614|118540755,minar1,76.807,1318,1716,371,7,27,1318,76.81,1,1710,1716,99,99,269,1963,2342,0,1295,1435
Crown_Oz_L225,ENSXETG00000022635|ENSXETG00000022635.5|ENSXETT00000049000;ENSXETT00000083464;ENSXETT00000109820;ENSXETT00000113337;ENSXETT00000065397|ENSXETT00000049000.5;ENSXETT00000083464.2;ENSXETT00000109820.1;ENSXETT00000113337.1;ENSXETT00000065397.3|msh6|5|21073724|21124956|21077899|21080425,msh6,75.945,1105,1455,342,3,8,1105,75.95,1,1454,1455,99,99,1172,2619,2727,0,1044,1157
Crown_Oz_L184,ENSXETG00000004290|ENSXETG00000004290.5|ENSXETT00000067987;ENSXETT00000009343;ENSXETT00000098095|ENSXETT00000067987.2;ENSXETT00000009343.5;ENSXETT00000098095.2|MTCL1|6|104942916|105043929|104951514|104953011,MTCL1,75.45,1174,1556,343,10,39,1174,75.45,51,1602,1605,97,97,81,1601,1698,0,1075,1191
Crown_Oz_L182,ENSXETG00000005379|ENSXETG00000005379.5|ENSXETT00000011831|ENSXETT00000011831.5|myadml2|10|28008903|28009811|28008903|28009811,myadml2,95.608,849,888,3,7,36,849,95.61,2,855,855,99,99,111,996,1109,0,1428,1583
Crown_Oz_L139,ENSXETG00000041143|ENSXETG00000041143.2|ENSXETT00000076224;ENSXETT00000086224;ENSXETT00000075406;ENSXETT00000087528;ENSXETT00000069319;ENSXETT00000090777;ENSXETT00000098622|ENSXETT00000076224.2;ENSXETT00000086224.2;ENSXETT00000075406.2;ENSXETT00000087528.2;ENSXETT00000069319.2;ENSXETT00000090777.2;ENSXETT00000098622.2|mycbp2|2|126072136|126211997|126184561|126186207,mycbp2,93.127,1504,1615,5,20,106,1504,93.13,14,1536,1536,99,99,131,1731,1847,0,2422,2685
Crown_Oz_L199,ENSXETG00000019466|ENSXETG00000019466.4|ENSXETT00000107986;ENSXETT00000042180;ENSXETT00000087429|ENSXETT00000107986.1;ENSXETT00000042180.4;ENSXETT00000087429.2|ncoa6|10|41066613|41085724|41076920|41079652,ncoa6,67.442,754,1118,262,26,102,754,67.44,16,1052,1221,85,85,136,1232,2933,2.27E-97,359,397
Crown_Oz_L254,ENSXETG00000002103|ENSXETG00000002103.5|ENSXETT00000004498|ENSXETT00000004498.5|ndnf|1|71413696|71440987|71413696|71415858,ndnf,78.44,1106,1410,230,16,74,1106,78.44,44,1382,1395,96,96,98,1504,2363,0,1168,1294
Crown_Oz_L405,ENSXETG00000015804|ENSXETG00000015804.5|ENSXETT00000066567|ENSXETT00000066567.2|ndst1|3|21572198|21626720|21610369|21610841,ndst1,80.804,362,448,85,1,1,362,80.8,6,453,513,87,87,133,579,673,1.13E-115,418,463
Crown_Oz_L104,ENSXETG00000009997|ENSXETG00000009997.5|ENSXETT00000022006|ENSXETT00000022006.5|ndst2|7|44519583|44610442|44560707|44562078,ndst2,75.231,896,1191,184,23,111,896,75.23,1,1086,1086,100,100,282,1466,1572,0,817,905
Crown_Oz_L270,ENSXETG00000010142|ENSXETG00000010142.5|ENSXETT00000022374|ENSXETT00000022374.5|nefl|3|127655474|127660382|127659244|127660382,nefl,78.337,810,1034,185,9,39,810,78.34,3,1008,1008,99,99,217,1239,1339,0,851,943
Crown_Oz_L67,ENSXETG00000010128|ENSXETG00000010128.5|ENSXETT00000022363|ENSXETT00000022363.5|nefm|3|127628114|127634034|127628114|127629188,nefm,80,924,1155,208,6,23,924,80,68,1203,1227,93,93,1,1151,1275,0,1038,1150
Crown_Oz_L215,ENSXETG00000015084|ENSXETG00000015084.5|ENSXETT00000033001|ENSXETT00000033001.4|nexmif|8|47659067|47868235|47863642|47868235,nexmif,94.098,1674,1779,8,19,97,1674,94.1,2,1692,1695,99,99,1100,2869,4794,0,2741,3039
Crown_Oz_L192,ENSXETG00000000853|ENSXETG00000000853.5|ENSXETT00000099057;ENSXETT00000098999;ENSXETT00000105127;ENSXETT00000066390;ENSXETT00000001898;ENSXETT00000088144;ENSXETT00000068913|ENSXETT00000099057.2;ENSXETT00000098999.2;ENSXETT00000105127.2;ENSXETT00000066390.3;ENSXETT00000001898.5;ENSXETT00000088144.2;ENSXETT00000068913.2|nfatc1|6|97392630|97517504|97500550|97501648,nfatc1,99.726,1091,1094,0,1,3,1091,99.73,68,1158,1191,92,92,98,1191,1299,0,1958,2171
Crown_Oz_L167,ENSXETG00000005812|ENSXETG00000005812.5|ENSXETT00000120224;ENSXETT00000012789;ENSXETT00000107082|ENSXETT00000120224.1;ENSXETT00000012789.5;ENSXETT00000107082.1|nfatc3|4|41417680|41484326|41457438|41458548,nfatc3,71.676,787,1098,282,15,29,787,71.68,1,1085,1086,99,99,109,1190,1311,1.04E-151,538,596
Crown_Oz_L276,ENSXETG00000000804|ENSXETG00000000804.5|ENSXETT00000001789|ENSXETT00000001789.5|nfil3|1|138764621|138793270|138769314|138771180,nfil3,76.958,1022,1328,275,10,31,1022,76.96,9,1310,1311,99,99,334,1656,2067,0,1006,1115
Crown_Oz_L213,ENSXETG00000001112|ENSXETG00000001112.5|ENSXETT00000075840;ENSXETT00000075316;ENSXETT00000092425|ENSXETT00000075840.2;ENSXETT00000075316.2;ENSXETT00000092425.2|nhs|2|94849453|94966717|94960421|94963318,nhs,79.024,1311,1659,323,5,25,1311,79.02,1,1651,1704,97,97,877,2518,3098,0,1426,1581
Crown_Oz_L54,ENSXETG00000006237|ENSXETG00000006237.5|ENSXETT00000114051;ENSXETT00000082596;ENSXETT00000013693;ENSXETT00000064406;ENSXETT00000081522|ENSXETT00000114051.1;ENSXETT00000082596.2;ENSXETT00000013693.5;ENSXETT00000064406.3;ENSXETT00000081522.2|nhsl1|5|62199591|62520183|62235507|62238725,nhsl1,66.667,498,747,181,12,68,498,66.67,310,992,1383,66,49,940,1682,3419,1.74E-61,239,264
Crown_Oz_L398,ENSXETG00000008516|ENSXETG00000008516.5|ENSXETT00000018642|ENSXETT00000018642.5|nif|3|122025091|122031516|122025091|122025877,nif,74.513,421,565,104,8,40,421,74.51,18,555,558,96,96,177,728,987,1.60E-101,371,411
Crown_Oz_L384,ENSXETG00000038719|ENSXETG00000038719.2|ENSXETT00000077744;ENSXETT00000103638;ENSXETT00000069483;ENSXETT00000095498;ENSXETT00000105641|ENSXETT00000077744.2;ENSXETT00000103638.2;ENSXETT00000069483.2;ENSXETT00000095498.2;ENSXETT00000105641.1|nktr|6|9295601|9325097|9315988|9318675,nktr,71.523,216,302,69,5,17,216,71.52,383,677,717,41,41,805,1096,2888,3.53E-35,151,167
Crown_Oz_L141,ENSXETG00000010244|ENSXETG00000010244.5|ENSXETT00000081660|ENSXETT00000081660.2|nova1|8|112040561|112092900|112044029|112045803,nova1,82.022,1063,1296,151,24,82,1063,82.02,15,1246,1251,98,98,100,1377,1975,0,1256,1392
Crown_Oz_L142,ENSXETG00000038495|ENSXETG00000038495.2|ENSXETT00000104597;ENSXETT00000093106;ENSXETT00000067236;ENSXETT00000114158;ENSXETT00000073804;ENSXETT00000093483;ENSXETT00000123621|ENSXETT00000104597.2;ENSXETT00000093106.2;ENSXETT00000067236.2;ENSXETT00000114158.1;ENSXETT00000073804.2;ENSXETT00000093483.2;ENSXETT00000123621.1|npas3|8|113548798|113830940|113826564|113830940,npas3,77.422,1087,1404,282,6,35,1087,77.42,1,1403,1521,92,92,103,1472,4577,0,1109,1229
Crown_Oz_L71,ENSXETG00000044243|ENSXETG00000044243.1|ENSXETT00000116187|ENSXETT00000116187.1|npbwr1|10|1633023|1653346|1633215|1636027,npbwr1,80.602,723,897,174,0,0,723,80.6,154,1050,1050,85,85,356,1252,3013,0,834,924
Crown_Oz_L72,ENSXETG00000005682|ENSXETG00000005682.5|ENSXETT00000012524|ENSXETT00000012524.5|npbwr2|6|114674066|114676407|114674715|114676407,npbwr2,81.718,742,908,166,0,0,742,81.72,23,930,930,98,98,147,1054,1893,0,890,986
Crown_Oz_L326,ENSXETG00000004903|ENSXETG00000004903.5|ENSXETT00000010668|ENSXETT00000010668.5|npy1r|1|51761103|51809155|51808068|51809155,npy1r,84.855,409,482,66,4,7,409,84.85,5,482,498,96,96,111,589,1288,1.97E-150,534,591
Crown_Oz_L26,ENSXETG00000026061|ENSXETG00000026061.4|ENSXETT00000040897|ENSXETT00000040897.5|nr3c2|1|57233022|57418364|57243685|57245440,nr3c2,72.892,1210,1660,361,24,89,1210,72.89,6,1606,1617,99,99,224,1853,1956,0,947,1049
Crown_Oz_L70,ENSXETG00000035575|ENSXETG00000035575.2|ENSXETT00000123246;ENSXETT00000086118;ENSXETT00000123694|ENSXETT00000123246.1;ENSXETT00000086118.2;ENSXETT00000123694.1|nrg1|1|96854138|97279381|96902695|96904789,nrg1,76.113,564,741,165,6,12,564,76.11,594,1329,1329,93,55,1470,2203,2295,2.81E-147,525,581
Crown_Oz_L204,ENSXETG00000023130|ENSXETG00000023130.4|ENSXETT00000118870|ENSXETT00000118870.1|nrip1|2|26783953|26845388|26791201|26797035,nrip1,68.29,1066,1561,344,44,151,1066,68.29,1,1464,1518,96,96,810,2316,6035,4.19E-152,540,598
Crown_Oz_L130,ENSXETG00000018772|ENSXETG00000018772.5|ENSXETT00000040675;ENSXETT00000109599|ENSXETT00000040675.5;ENSXETT00000109599.1|nuak1|3|51647131|51696579|51694942|51696579,nuak1,68.915,654,949,216,16,79,654,68.91,41,925,969,91,91,302,1235,1838,3.03E-107,391,433
Crown_Oz_L443,ENSXETG00000000974|ENSXETG00000000974.5|ENSXETT00000002116|ENSXETT00000002116.5|nuak2|2|72996821|73011207|72996821|72999554,nuak2,67.835,658,970,288,11,24,658,67.84,194,1151,1167,82,82,98,1055,2934,3.01E-89,331,366
Crown_Oz_L18,ENSXETG00000010150|ENSXETG00000010150.5|ENSXETT00000022390|ENSXETT00000022390.5|nwd2|1|35241637|35334370|35329480|35334370,nwd2,86.259,1312,1521,206,1,3,1312,86.26,1,1521,1524,99,99,2507,4024,5091,0,1800,1995
Crown_Oz_L175,ENSXETG00000018631|ENSXETG00000018631.4|ENSXETT00000040320|ENSXETT00000040320.4|nxph3|10|14379040|14402442|14400709|14402442,nxph3,75.945,663,873,187,8,23,663,75.95,1,856,912,94,94,116,982,1934,3.94E-175,616,682
Crown_Oz_L158,ENSXETG00000001697|ENSXETG00000001697.5|ENSXETT00000003568|ENSXETT00000003568.5|olfml3|2|54424020|54432257|54424020|54425611,olfml3,100,771,771,0,0,0,771,100,1,771,771,100,100,109,879,1792,0,1391,1542
Crown_Oz_L410,ENSXETG00000027713|ENSXETG00000027713.4|ENSXETT00000057692|ENSXETT00000057692.4|p2ry1|5|117327744|117335560|117327744|117330819,p2ry1,86,946,1100,137,10,17,946,86,1,1100,1200,92,92,169,1251,3276,0,1265,1402
Crown_Oz_L28,ENSXETG00000033874|ENSXETG00000033874.3|ENSXETT00000103865|ENSXETT00000103865.2|palld|1|50232044|50419433|50417538|50418433,palld,68.453,447,653,164,11,42,447,68.45,120,742,1005,62,62,213,853,1096,2.95E-63,245,271
Crown_Oz_L343,ENSXETG00000013565|ENSXETG00000013565.5|ENSXETT00000071186|ENSXETT00000071186.2|pcdh17|2|130929656|131022597|131017789|131020334,pcdh17,82.734,1404,1697,287,1,6,1404,82.73,4,1694,1695,99,99,541,2237,2746,0,1741,1930
Crown_Oz_L256,ENSXETG00000011158|ENSXETG00000011158.5|ENSXETT00000084259|ENSXETT00000084259.2|pcdh18|1|62137303|62146813|62137794|62140248,pcdh18,72.498,1036,1429,326,22,67,1036,72.5,1,1373,1377,99,99,1128,2545,2655,0,774,857
Crown_Oz_L352,ENSXETG00000031488|ENSXETG00000031488.3|ENSXETT00000064298|ENSXETT00000064298.3|pcdh19|8|52784532|52895893|52784532|52787690,pcdh19,82.585,1233,1493,259,1,1,1233,82.59,2,1494,1494,99,99,1630,3121,3359,0,1518,1683
Crown_Oz_L63,ENSXETG00000014217|ENSXETG00000014217.5|ENSXETT00000031088;ENSXETT00000095277;ENSXETT00000092947;ENSXETT00000068133|ENSXETT00000031088.5;ENSXETT00000095277.2;ENSXETT00000092947.2;ENSXETT00000068133.2|pclo|3|79857621|79999651|79904026|79906195,pclo,72.76,1226,1685,336,24,123,1226,72.76,3,1578,1581,99,99,464,2134,2370,0,980,1086
Crown_Oz_L273,ENSXETG00000041992|ENSXETG00000041992.1|ENSXETT00000114587|ENSXETT00000114587.1|pdp1|6|127774529|127787239|127780344|127787239,pdp1,78.275,1243,1588,332,5,13,1243,78.27,1,1586,1587,99,99,136,1712,7096,0,1300,1441
Crown_Oz_L52,ENSXETG00000019263|ENSXETG00000019263.5|ENSXETT00000041739|ENSXETT00000041739.4|pdss2|5|78873693|79038686|79035867|79038686,pdss2,75.172,984,1309,279,15,46,984,75.17,67,1341,1353,94,94,1028,2324,3020,0,878,973
Crown_Oz_L249,ENSXETG00000000401|ENSXETG00000000401.5|ENSXETT00000091998|ENSXETT00000091998.2|pdzrn3|4|139640093|139800203|139796375|139798050,pdzrn3,97.821,1526,1560,4,8,30,1526,97.82,2,1533,1536,99,99,99,1656,1876,0,2654,2943
Crown_Oz_L385,ENSXETG00000006793|ENSXETG00000006793.5|ENSXETT00000014827|ENSXETT00000014827.5|pdzrn4|3|65049299|65113971|65049299|65051396,pdzrn4,74.245,983,1324,296,21,45,983,74.24,2,1314,1368,96,96,1371,82,2298,0,810,898
Crown_Oz_L368,ENSXETG00000002364|ENSXETG00000002364.5|ENSXETT00000112179;ENSXETT00000108164;ENSXETT00000005044|ENSXETT00000112179.1;ENSXETT00000108164.1;ENSXETT00000005044.5|pigo|1|211848120|211889838|211881278|211882856,pigo,68.147,706,1036,284,17,46,706,68.15,521,1531,1545,81,65,633,1647,1779,4.28E-95,352,389
Crown_Oz_L13,ENSXETG00000007772|ENSXETG00000007772.5|ENSXETT00000016969;ENSXETT00000084380|ENSXETT00000016969.5;ENSXETT00000084380.2|plch1|5|116554225|116670114|116667871|116670114,plch1,70.043,484,691,168,12,39,484,70.04,83,749,807,83,83,1355,2030,2444,2.35E-82,308,341
Crown_Oz_L426,ENSXETG00000032204|ENSXETG00000032204.3|ENSXETT00000115169|ENSXETT00000115169.1|plcl1|9|53545730|53727873|53589172|53591643,plcl1,81.097,1257,1550,292,1,1,1257,81.1,175,1724,1728,90,90,87,1635,2672,0,1471,1631
Crown_Oz_L247,ENSXETG00000009051|ENSXETG00000009051.5|ENSXETT00000105627;ENSXETT00000115093;ENSXETT00000019835|ENSXETT00000105627.1;ENSXETT00000115093.1;ENSXETT00000019835.5|plcl2|6|44332552|44478075|44418023|44420506,plcl2,99.905,1054,1055,1,0,0,1054,99.91,2,1056,1059,99,99,480,1534,2684,0,1899,2105
Crown_Oz_L394,ENSXETG00000045827|ENSXETG00000045827.1|ENSXETT00000080959;ENSXETT00000098491;ENSXETT00000084166;ENSXETT00000091713;ENSXETT00000090711;ENSXETT00000056396;ENSXETT00000083973;ENSXETT00000077479;ENSXETT00000099432|ENSXETT00000080959.2;ENSXETT00000098491.2;ENSXETT00000084166.2;ENSXETT00000091713.2;ENSXETT00000090711.2;ENSXETT00000056396.4;ENSXETT00000083973.2;ENSXETT00000077479.2;ENSXETT00000099432.2|plec|6|152757709|152972466|152907732|152914772,plec,77.16,500,648,145,1,3,500,77.16,1,648,651,99,99,1013,1657,7241,1.54E-140,500,554
Crown_Oz_L328,ENSXETG00000007619|ENSXETG00000007619.5|ENSXETT00000089617;ENSXETT00000121472;ENSXETT00000068379;ENSXETT00000092994;ENSXETT00000016580;ENSXETT00000086633|ENSXETT00000089617.2;ENSXETT00000121472.1;ENSXETT00000068379.2;ENSXETT00000092994.2;ENSXETT00000016580.5;ENSXETT00000086633.2|plekhg1|5|44586249|44715825|44705602|44707234,plekhg1,68.8,1129,1641,450,24,62,1129,68.8,1,1613,1626,99,99,116,1722,1833,4.49E-171,603,668
Crown_Oz_L56,ENSXETG00000008215|ENSXETG00000008215.5|ENSXETT00000018013;ENSXETT00000114930|ENSXETT00000018013.5;ENSXETT00000114930.1|plppr4|4|103300749|103338468|103336739|103338468,plppr4,81.703,1094,1339,243,1,2,1094,81.7,2,1340,1347,99,99,104,1440,1930,0,1308,1450
Crown_Oz_L7,ENSXETG00000018635|ENSXETG00000018635.5|ENSXETT00000070124;ENSXETT00000102846;ENSXETT00000086741|ENSXETT00000070124.2;ENSXETT00000102846.2;ENSXETT00000086741.2|plxna1|4|134087952|134312080|134282666|134283977,plxna1,81.834,946,1156,207,2,3,946,81.83,52,1206,1206,96,96,276,1429,1512,0,1136,1259
Crown_Oz_L421,ENSXETG00000017724|ENSXETG00000017724.5|ENSXETT00000104491;ENSXETT00000082818|ENSXETT00000104491.2;ENSXETT00000082818.2|plxna2|2|51992652|52177666|52027760|52029044,plxna2,78.177,892,1141,227,12,22,892,78.18,72,1206,1209,94,94,258,1382,1485,0,906,1004
Crown_Oz_L269,ENSXETG00000011446|ENSXETG00000011446.5|ENSXETT00000099353;ENSXETT00000025005|ENSXETT00000099353.2;ENSXETT00000025005.5|plxna4|3|85422952|85845007|85792196|85793430,plxna4,96.542,670,694,0,9,24,670,96.54,2,678,681,99,99,223,909,1435,0,1125,1247
Crown_Oz_L27,ENSXETG00000009392|ENSXETG00000009392.5|ENSXETT00000020700|ENSXETT00000020700.4|pnpla3|1|56063523|56155866|56070103|56071092,pnpla3,73.62,360,489,126,2,3,360,73.62,86,571,1044,47,47,164,652,1190,1.94E-78,295,326
Crown_Oz_L65,ENSXETG00000036869|ENSXETG00000036869.2|ENSXETT00000082641;ENSXETT00000115939|ENSXETT00000082641.2;ENSXETT00000115939.1|ppp1r3a|3|66999717|67026693|67025813|67026693,ppp1r3a,71.031,613,863,188,20,62,613,71.03,33,845,870,93,93,29,879,1081,4.30E-111,403,446
Crown_Oz_L113,ENSXETG00000040979|ENSXETG00000040979.2|ENSXETT00000084765|ENSXETT00000084765.2|prdm11|4|10135244|10159883|10139184|10141386,prdm11,99.549,1765,1773,3,2,5,1765,99.55,2,1770,1770,99,99,413,2184,2403,0,3158,3501
Crown_Oz_L248,ENSXETG00000012050|ENSXETG00000012050.6|ENSXETT00000026324;ENSXETT00000085188;ENSXETT00000097700|ENSXETT00000026324.6;ENSXETT00000085188.2;ENSXETT00000097700.2|prdm16|7|101814698|102219657|101836724|101838134,prdm16,81.887,1198,1463,251,5,14,1198,81.89,7,1458,1461,99,99,63,1522,1611,0,1442,1598
Crown_Oz_L376,ENSXETG00000010448|ENSXETG00000010448.5|ENSXETT00000068482;ENSXETT00000022927;ENSXETT00000074829;ENSXETT00000091174|ENSXETT00000068482.2;ENSXETT00000022927.4;ENSXETT00000074829.2;ENSXETT00000091174.2|prrc2c|4|107551921|107612469|107576279|107578579,prrc2c,75.509,1113,1474,325,12,36,1113,75.51,92,1551,1557,94,94,946,2397,2501,0,1010,1119
Crown_Oz_L287,ENSXETG00000044339|ENSXETG00000044339.1|ENSXETT00000112916|ENSXETT00000112916.1|prss23|2|168527099|168546515|168527099|168532155,prss23,74.758,773,1034,247,4,14,773,74.76,63,1095,1101,94,94,188,1208,5257,0,683,757
Crown_Oz_L166,ENSXETG00000018464|ENSXETG00000018464.4|ENSXETT00000039981|ENSXETT00000039981.4|pskh1|4|43343169|43357949|43346962|43347985,pskh1,99.887,887,888,1,0,0,887,99.89,1,888,888,100,100,237,1124,1224,0,1598,1771
Crown_Oz_L165,ENSXETG00000013733|ENSXETG00000013733.5|ENSXETT00000030046;ENSXETT00000113782|ENSXETT00000030046.5;ENSXETT00000113782.1|pskh2|6|125419831|125428240|125423388|125424054,pskh2,100,665,665,0,0,0,665,100,19,683,687,97,97,99,763,867,0,1200,1330
Crown_Oz_L223,ENSXETG00000006965|ENSXETG00000006965.5|ENSXETT00000063573;ENSXETT00000086966;ENSXETT00000015184;ENSXETT00000093724|ENSXETT00000063573.3;ENSXETT00000086966.2;ENSXETT00000015184.5;ENSXETT00000093724.2|pxdn|5|134453297|134523940|134463597|134465097,pxdn,72.779,1024,1407,234,30,149,1024,72.78,4,1280,1293,99,99,196,1583,1701,0,820,908
Crown_Oz_L112,ENSXETG00000044054|ENSXETG00000044054.1|ENSXETT00000110563|ENSXETT00000110563.1|RAG1|4|10682781|10694734|10682781|10688001,RAG1,76.538,1207,1577,319,14,51,1207,76.54,1,1529,1578,97,97,1615,3188,5421,0,1164,1290
Crown_Oz_L305,ENSXETG00000041193|ENSXETG00000041193.2|ENSXETT00000072202;ENSXETT00000069137|ENSXETT00000072202.2;ENSXETT00000069137.2|rai1|9|15398337|15439650|15409062|15414381,rai1,74.533,1276,1712,404,12,32,1276,74.53,3,1695,1695,99,99,116,1814,5520,0,1098,1217
